school,school_setting,school_type,classroom,teaching_method,n_student,student_id,gender,lunch,pretest,posttest,school_encoded,school_setting_encoded,school_type_encoded,classroom_encoded,teaching_method_encoded,student_id_encoded,gender_encoded,lunch_encoded
UUUQX,Suburban,Non-public,AE1,Experimental,17.0,U19G8,Male,Does not qualify,69.0,89.0,17,1,0,29,0,1681,1,0
UUUQX,Suburban,Non-public,AE1,Experimental,17.0,UWEZN,Female,Does not qualify,67.0,85.0,17,1,0,29,0,1732,0,0
UUUQX,Suburban,Non-public,AE1,Experimental,17.0,WIX9F,Female,Does not qualify,70.0,85.0,17,1,0,29,0,1810,0,0
UUUQX,Suburban,Non-public,H7S,Experimental,16.0,0U7J2,Male,Does not qualify,72.0,90.0,17,1,0,43,0,42,1,0
UUUQX,Suburban,Non-public,H7S,Experimental,16.0,13G8V,Female,Does not qualify,72.0,87.0,17,1,0,43,0,62,0,0
UUUQX,Suburban,Non-public,H7S,Experimental,16.0,1FKL9,Female,Does not qualify,69.0,87.0,17,1,0,43,0,89,0,0
UUUQX,Suburban,Non-public,H7S,Experimental,16.0,34TV1,Male,Does not qualify,73.0,89.0,17,1,0,43,0,178,1,0
UUUQX,Suburban,Non-public,H7S,Experimental,16.0,4DXL9,Female,Does not qualify,72.0,85.0,17,1,0,43,0,237,0,0
UUUQX,Suburban,Non-public,H7S,Experimental,16.0,4EVEG,Male,Does not qualify,70.0,91.0,17,1,0,43,0,240,1,0
UUUQX,Suburban,Non-public,H7S,Experimental,16.0,8MR97,Male,Does not qualify,77.0,85.0,17,1,0,43,0,480,1,0
UUUQX,Suburban,Non-public,H7S,Experimental,16.0,9J2Z8,Female,Does not qualify,71.0,81.0,17,1,0,43,0,521,0,0
UUUQX,Suburban,Non-public,H7S,Experimental,16.0,BIFAM,Female,Does not qualify,71.0,90.0,17,1,0,43,0,637,0,0
UUUQX,Suburban,Non-public,H7S,Experimental,16.0,HY397,Male,Does not qualify,72.0,89.0,17,1,0,43,0,996,1,0
UUUQX,Suburban,Non-public,H7S,Experimental,16.0,P9VM7,Male,Does not qualify,71.0,88.0,17,1,0,43,0,1411,1,0
UUUQX,Suburban,Non-public,H7S,Experimental,16.0,PBMNM,Female,Does not qualify,75.0,86.0,17,1,0,43,0,1414,0,0
UUUQX,Suburban,Non-public,H7S,Experimental,16.0,R4LBA,Female,Does not qualify,71.0,83.0,17,1,0,43,0,1509,0,0
UUUQX,Suburban,Non-public,H7S,Experimental,16.0,RMUPP,Female,Does not qualify,72.0,84.0,17,1,0,43,0,1545,0,0
UUUQX,Suburban,Non-public,H7S,Experimental,16.0,TAFK3,Female,Does not qualify,72.0,85.0,17,1,0,43,0,1640,0,0
UUUQX,Suburban,Non-public,H7S,Experimental,16.0,XWXL4,Female,Does not qualify,67.0,85.0,17,1,0,43,0,1877,0,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,038FI,Male,Does not qualify,67.0,80.0,17,1,0,60,1,1,1,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,05KAX,Female,Does not qualify,72.0,79.0,17,1,0,60,1,9,0,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,20UT3,Female,Does not qualify,71.0,76.0,17,1,0,60,1,124,0,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,4QD4Z,Female,Does not qualify,72.0,78.0,17,1,0,60,1,260,0,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,5QKZ9,Male,Qualifies for reduced/free lunch,66.0,75.0,17,1,0,60,1,316,1,1
UUUQX,Suburban,Non-public,P8I,Standard,20.0,7L0U6,Male,Does not qualify,68.0,79.0,17,1,0,60,1,413,1,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,8RSUD,Female,Does not qualify,65.0,78.0,17,1,0,60,1,486,0,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,AYAZF,Male,Does not qualify,70.0,79.0,17,1,0,60,1,589,1,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,C3584,Female,Does not qualify,71.0,82.0,17,1,0,60,1,675,0,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,DPUY4,Male,Does not qualify,64.0,77.0,17,1,0,60,1,765,1,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,HYYYA,Male,Does not qualify,70.0,78.0,17,1,0,60,1,998,1,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,PRZUQ,Male,Does not qualify,71.0,80.0,17,1,0,60,1,1438,1,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,QM24G,Male,Does not qualify,70.0,79.0,17,1,0,60,1,1477,1,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,S98ME,Female,Does not qualify,68.0,73.0,17,1,0,60,1,1587,0,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,SEBPC,Female,Does not qualify,69.0,71.0,17,1,0,60,1,1594,0,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,SMJ14,Male,Does not qualify,72.0,79.0,17,1,0,60,1,1604,1,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,T570M,Female,Does not qualify,68.0,74.0,17,1,0,60,1,1630,0,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,WB8AL,Male,Does not qualify,66.0,77.0,17,1,0,60,1,1803,1,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,Y6B5R,Female,Does not qualify,69.0,75.0,17,1,0,60,1,1891,0,0
UUUQX,Suburban,Non-public,P8I,Standard,20.0,Z2G9R,Female,Qualifies for reduced/free lunch,61.0,73.0,17,1,0,60,1,1941,0,1
UUUQX,Suburban,Non-public,SSP,Standard,15.0,07N4F,Male,Does not qualify,68.0,72.0,17,1,0,73,1,11,1,0
UUUQX,Suburban,Non-public,SSP,Standard,15.0,0AIOR,Male,Does not qualify,70.0,79.0,17,1,0,73,1,15,1,0
UUUQX,Suburban,Non-public,SSP,Standard,15.0,37W3X,Male,Does not qualify,67.0,76.0,17,1,0,73,1,183,1,0
UUUQX,Suburban,Non-public,SSP,Standard,15.0,3SWL5,Female,Does not qualify,66.0,80.0,17,1,0,73,1,210,0,0
UUUQX,Suburban,Non-public,SSP,Standard,15.0,8ECN8,Male,Does not qualify,70.0,75.0,17,1,0,73,1,467,1,0
UUUQX,Suburban,Non-public,SSP,Standard,15.0,ER2T8,Female,Does not qualify,64.0,80.0,17,1,0,73,1,813,0,0
UUUQX,Suburban,Non-public,SSP,Standard,15.0,GTHLL,Male,Does not qualify,65.0,78.0,17,1,0,73,1,932,1,0
UUUQX,Suburban,Non-public,SSP,Standard,15.0,IT97C,Male,Does not qualify,67.0,78.0,17,1,0,73,1,1045,1,0
UUUQX,Suburban,Non-public,SSP,Standard,15.0,IZDY7,Male,Does not qualify,63.0,76.0,17,1,0,73,1,1056,1,0
UUUQX,Suburban,Non-public,SSP,Standard,15.0,JPYUB,Female,Does not qualify,73.0,78.0,17,1,0,73,1,1099,0,0
UUUQX,Suburban,Non-public,SSP,Standard,15.0,NTU46,Female,Does not qualify,67.0,73.0,17,1,0,73,1,1332,0,0
UUUQX,Suburban,Non-public,SSP,Standard,15.0,Q7ZIU,Female,Does not qualify,69.0,75.0,17,1,0,73,1,1456,0,0
UUUQX,Suburban,Non-public,SSP,Standard,15.0,YTS8T,Male,Does not qualify,64.0,79.0,17,1,0,73,1,1927,1,0
UUUQX,Suburban,Non-public,SSP,Standard,15.0,Z4549,Male,Does not qualify,62.0,73.0,17,1,0,73,1,1946,1,0
VHDHF,Rural,Non-public,CD8,Experimental,20.0,18VK7,Female,Qualifies for reduced/free lunch,59.0,72.0,18,0,0,32,0,77,0,1
VHDHF,Rural,Non-public,CD8,Experimental,20.0,80E09,Female,Qualifies for reduced/free lunch,52.0,68.0,18,0,0,32,0,445,0,1
VHDHF,Rural,Non-public,CD8,Experimental,20.0,8HJY3,Female,Qualifies for reduced/free lunch,55.0,68.0,18,0,0,32,0,472,0,1
VHDHF,Rural,Non-public,CD8,Experimental,20.0,AN3SG,Male,Qualifies for reduced/free lunch,53.0,69.0,18,0,0,32,0,574,1,1
VHDHF,Rural,Non-public,CD8,Experimental,20.0,BB5YM,Female,Qualifies for reduced/free lunch,51.0,65.0,18,0,0,32,0,622,0,1
VHDHF,Rural,Non-public,CD8,Experimental,20.0,BEC7H,Female,Qualifies for reduced/free lunch,52.0,73.0,18,0,0,32,0,626,0,1
VHDHF,Rural,Non-public,CD8,Experimental,20.0,GF5N4,Female,Qualifies for reduced/free lunch,55.0,75.0,18,0,0,32,0,907,0,1
VHDHF,Rural,Non-public,CD8,Experimental,20.0,GZYH3,Female,Does not qualify,59.0,76.0,18,0,0,32,0,946,0,0
VHDHF,Rural,Non-public,CD8,Experimental,20.0,IKVTW,Female,Qualifies for reduced/free lunch,56.0,73.0,18,0,0,32,0,1036,0,1
VHDHF,Rural,Non-public,CD8,Experimental,20.0,NOHNV,Male,Qualifies for reduced/free lunch,49.0,70.0,18,0,0,32,0,1322,1,1
VHDHF,Rural,Non-public,CD8,Experimental,20.0,O8UE1,Male,Qualifies for reduced/free lunch,54.0,67.0,18,0,0,32,0,1358,1,1
VHDHF,Rural,Non-public,CD8,Experimental,20.0,PA8XJ,Female,Qualifies for reduced/free lunch,53.0,72.0,18,0,0,32,0,1412,0,1
VHDHF,Rural,Non-public,CD8,Experimental,20.0,QKSBS,Male,Qualifies for reduced/free lunch,57.0,73.0,18,0,0,32,0,1473,1,1
VHDHF,Rural,Non-public,CD8,Experimental,20.0,RY6W4,Male,Qualifies for reduced/free lunch,56.0,74.0,18,0,0,32,0,1560,1,1
VHDHF,Rural,Non-public,CD8,Experimental,20.0,THJJ1,Male,Qualifies for reduced/free lunch,54.0,72.0,18,0,0,32,0,1650,1,1
VHDHF,Rural,Non-public,CD8,Experimental,20.0,TQFGY,Female,Qualifies for reduced/free lunch,57.0,73.0,18,0,0,32,0,1667,0,1
VHDHF,Rural,Non-public,CD8,Experimental,20.0,TRBDH,Female,Qualifies for reduced/free lunch,55.0,72.0,18,0,0,32,0,1668,0,1
VHDHF,Rural,Non-public,J6X,Standard,16.0,16EN7,Female,Qualifies for reduced/free lunch,47.0,60.0,18,0,0,50,1,71,0,1
VHDHF,Rural,Non-public,J6X,Standard,16.0,42NEO,Male,Qualifies for reduced/free lunch,51.0,58.0,18,0,0,50,1,225,1,1
VHDHF,Rural,Non-public,J6X,Standard,16.0,583ZR,Female,Qualifies for reduced/free lunch,53.0,56.0,18,0,0,50,1,289,0,1
VHDHF,Rural,Non-public,J6X,Standard,16.0,8QPPC,Female,Qualifies for reduced/free lunch,46.0,56.0,18,0,0,50,1,485,0,1
VHDHF,Rural,Non-public,J6X,Standard,16.0,9UO4I,Female,Does not qualify,55.0,65.0,18,0,0,50,1,537,0,0
VHDHF,Rural,Non-public,J6X,Standard,16.0,A8F0T,Male,Qualifies for reduced/free lunch,47.0,58.0,18,0,0,50,1,554,1,1
VHDHF,Rural,Non-public,J6X,Standard,16.0,DSKAZ,Male,Qualifies for reduced/free lunch,53.0,60.0,18,0,0,50,1,768,1,1
VHDHF,Rural,Non-public,J6X,Standard,16.0,I0TKZ,Male,Qualifies for reduced/free lunch,44.0,52.0,18,0,0,50,1,1001,1,1
VHDHF,Rural,Non-public,J6X,Standard,16.0,I8P7Y,Male,Does not qualify,46.0,58.0,18,0,0,50,1,1017,1,0
VHDHF,Rural,Non-public,J6X,Standard,16.0,J8DNL,Male,Qualifies for reduced/free lunch,49.0,62.0,18,0,0,50,1,1068,1,1
VHDHF,Rural,Non-public,J6X,Standard,16.0,JDBQH,Male,Qualifies for reduced/free lunch,45.0,54.0,18,0,0,50,1,1074,1,1
VHDHF,Rural,Non-public,J6X,Standard,16.0,LNO77,Male,Qualifies for reduced/free lunch,47.0,56.0,18,0,0,50,1,1205,1,1
VHDHF,Rural,Non-public,J6X,Standard,16.0,PKXMF,Male,Qualifies for reduced/free lunch,53.0,58.0,18,0,0,50,1,1428,1,1
VHDHF,Rural,Non-public,J6X,Standard,16.0,W4UNG,Female,Qualifies for reduced/free lunch,45.0,57.0,18,0,0,50,1,1792,0,1
VHDHF,Rural,Non-public,J6X,Standard,16.0,W77MX,Male,Does not qualify,51.0,63.0,18,0,0,50,1,1798,1,0
VHDHF,Rural,Non-public,KR1,Experimental,15.0,147UW,Male,Qualifies for reduced/free lunch,59.0,70.0,18,0,0,53,0,64,1,1
VHDHF,Rural,Non-public,KR1,Experimental,15.0,6CQH6,Female,Qualifies for reduced/free lunch,56.0,70.0,18,0,0,53,0,345,0,1
VHDHF,Rural,Non-public,KR1,Experimental,15.0,97YOT,Female,Qualifies for reduced/free lunch,58.0,77.0,18,0,0,53,0,503,0,1
VHDHF,Rural,Non-public,KR1,Experimental,15.0,99UUZ,Female,Qualifies for reduced/free lunch,54.0,74.0,18,0,0,53,0,509,0,1
VHDHF,Rural,Non-public,KR1,Experimental,15.0,CZYTB,Male,Qualifies for reduced/free lunch,51.0,67.0,18,0,0,53,0,729,1,1
VHDHF,Rural,Non-public,KR1,Experimental,15.0,DLUWQ,Male,Qualifies for reduced/free lunch,53.0,66.0,18,0,0,53,0,757,1,1
VHDHF,Rural,Non-public,KR1,Experimental,15.0,K0GYZ,Male,Qualifies for reduced/free lunch,50.0,69.0,18,0,0,53,0,1120,1,1
VHDHF,Rural,Non-public,KR1,Experimental,15.0,M0EE2,Male,Qualifies for reduced/free lunch,54.0,70.0,18,0,0,53,0,1216,1,1
VHDHF,Rural,Non-public,KR1,Experimental,15.0,MNVG5,Female,Qualifies for reduced/free lunch,55.0,73.0,18,0,0,53,0,1261,0,1
VHDHF,Rural,Non-public,KR1,Experimental,15.0,MYZZ8,Male,Does not qualify,55.0,72.0,18,0,0,53,0,1278,1,0
VHDHF,Rural,Non-public,KR1,Experimental,15.0,O2CP6,Male,Qualifies for reduced/free lunch,51.0,69.0,18,0,0,53,0,1345,1,1
VHDHF,Rural,Non-public,KR1,Experimental,15.0,OA4KH,Male,Qualifies for reduced/free lunch,56.0,71.0,18,0,0,53,0,1365,1,1
VHDHF,Rural,Non-public,KR1,Experimental,15.0,UQEHO,Female,Qualifies for reduced/free lunch,53.0,68.0,18,0,0,53,0,1725,0,1
VHDHF,Rural,Non-public,KR1,Experimental,15.0,UV4VL,Male,Qualifies for reduced/free lunch,53.0,68.0,18,0,0,53,0,1729,1,1
VHDHF,Rural,Non-public,KR1,Experimental,15.0,X36VE,Female,Qualifies for reduced/free lunch,46.0,64.0,18,0,0,53,0,1837,0,1
VKWQH,Rural,Public,341,Standard,18.0,251LB,Female,Does not qualify,43.0,50.0,19,0,1,13,1,131,0,0
VKWQH,Rural,Public,341,Standard,18.0,4Q94R,Female,Does not qualify,44.0,56.0,19,0,1,13,1,259,0,0
VKWQH,Rural,Public,341,Standard,18.0,4RLVS,Male,Does not qualify,43.0,55.0,19,0,1,13,1,266,1,0
VKWQH,Rural,Public,341,Standard,18.0,CWETG,Male,Does not qualify,38.0,51.0,19,0,1,13,1,723,1,0
VKWQH,Rural,Public,341,Standard,18.0,DJK1N,Female,Does not qualify,47.0,51.0,19,0,1,13,1,755,0,0
VKWQH,Rural,Public,341,Standard,18.0,DWGQI,Female,Does not qualify,45.0,56.0,19,0,1,13,1,773,0,0
VKWQH,Rural,Public,341,Standard,18.0,GUQVH,Male,Does not qualify,45.0,53.0,19,0,1,13,1,934,1,0
VKWQH,Rural,Public,341,Standard,18.0,GXAG3,Female,Does not qualify,50.0,54.0,19,0,1,13,1,938,0,0
VKWQH,Rural,Public,341,Standard,18.0,HQTXY,Male,Does not qualify,39.0,51.0,19,0,1,13,1,988,1,0
VKWQH,Rural,Public,341,Standard,18.0,JK8YI,Female,Does not qualify,44.0,55.0,19,0,1,13,1,1087,0,0
VKWQH,Rural,Public,341,Standard,18.0,KJDK7,Female,Qualifies for reduced/free lunch,36.0,48.0,19,0,1,13,1,1156,0,1
VKWQH,Rural,Public,341,Standard,18.0,MJ0LU,Female,Does not qualify,43.0,58.0,19,0,1,13,1,1252,0,0
VKWQH,Rural,Public,341,Standard,18.0,MZBQW,Female,Does not qualify,48.0,63.0,19,0,1,13,1,1279,0,0
VKWQH,Rural,Public,341,Standard,18.0,S6ZUI,Male,Does not qualify,43.0,56.0,19,0,1,13,1,1580,1,0
VKWQH,Rural,Public,341,Standard,18.0,SI1WU,Female,Does not qualify,46.0,58.0,19,0,1,13,1,1599,0,0
VKWQH,Rural,Public,341,Standard,18.0,UGL3V,Male,Does not qualify,42.0,55.0,19,0,1,13,1,1705,1,0
VKWQH,Rural,Public,341,Standard,18.0,V0B10,Female,Does not qualify,40.0,51.0,19,0,1,13,1,1738,0,0
VKWQH,Rural,Public,341,Standard,18.0,ZY9X3,Female,Does not qualify,47.0,58.0,19,0,1,13,1,1982,0,0
VKWQH,Rural,Public,D33,Standard,21.0,094FR,Female,Qualifies for reduced/free lunch,60.0,69.0,19,0,1,35,1,13,0,1
VKWQH,Rural,Public,D33,Standard,21.0,3BJMM,Female,Qualifies for reduced/free lunch,63.0,73.0,19,0,1,35,1,189,0,1
VKWQH,Rural,Public,D33,Standard,21.0,71EC6,Male,Does not qualify,58.0,74.0,19,0,1,35,1,386,1,0
VKWQH,Rural,Public,D33,Standard,21.0,74CHH,Female,Does not qualify,65.0,78.0,19,0,1,35,1,394,0,0
VKWQH,Rural,Public,D33,Standard,21.0,7XG5T,Male,Does not qualify,63.0,76.0,19,0,1,35,1,436,1,0
VKWQH,Rural,Public,D33,Standard,21.0,BJ4Z5,Male,Does not qualify,64.0,73.0,19,0,1,35,1,639,1,0
VKWQH,Rural,Public,D33,Standard,21.0,CPQ7T,Male,Does not qualify,65.0,79.0,19,0,1,35,1,710,1,0
VKWQH,Rural,Public,D33,Standard,21.0,FTDEU,Male,Qualifies for reduced/free lunch,63.0,71.0,19,0,1,35,1,867,1,1
VKWQH,Rural,Public,D33,Standard,21.0,FTUTG,Male,Does not qualify,60.0,73.0,19,0,1,35,1,869,1,0
VKWQH,Rural,Public,D33,Standard,21.0,H2AGT,Male,Qualifies for reduced/free lunch,59.0,73.0,19,0,1,35,1,955,1,1
VKWQH,Rural,Public,D33,Standard,21.0,H4ECV,Male,Does not qualify,65.0,77.0,19,0,1,35,1,959,1,0
VKWQH,Rural,Public,D33,Standard,21.0,HA68O,Female,Does not qualify,67.0,77.0,19,0,1,35,1,969,0,0
VKWQH,Rural,Public,D33,Standard,21.0,OD271,Male,Does not qualify,66.0,78.0,19,0,1,35,1,1371,1,0
VKWQH,Rural,Public,D33,Standard,21.0,Q6SBB,Female,Does not qualify,59.0,71.0,19,0,1,35,1,1455,0,0
VKWQH,Rural,Public,D33,Standard,21.0,QCQET,Female,Does not qualify,65.0,75.0,19,0,1,35,1,1461,0,0
VKWQH,Rural,Public,D33,Standard,21.0,UQYQ1,Female,Does not qualify,65.0,76.0,19,0,1,35,1,1726,0,0
VKWQH,Rural,Public,D33,Standard,21.0,VSCUG,Female,Does not qualify,63.0,76.0,19,0,1,35,1,1774,0,0
VKWQH,Rural,Public,D33,Standard,21.0,XL3MD,Male,Does not qualify,69.0,77.0,19,0,1,35,1,1867,1,0
VKWQH,Rural,Public,D33,Standard,21.0,YJLKC,Female,Does not qualify,65.0,79.0,19,0,1,35,1,1911,0,0
VKWQH,Rural,Public,D33,Standard,21.0,ZGB9Z,Male,Does not qualify,63.0,75.0,19,0,1,35,1,1960,1,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,0U8FN,Male,Does not qualify,68.0,79.0,19,0,1,36,0,44,1,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,0VTPD,Female,Does not qualify,61.0,72.0,19,0,1,36,0,49,0,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,31OXZ,Female,Does not qualify,60.0,79.0,19,0,1,36,0,170,0,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,35KZZ,Female,Does not qualify,62.0,75.0,19,0,1,36,0,179,0,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,7K0K0,Male,Does not qualify,63.0,80.0,19,0,1,36,0,411,1,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,D1I4F,Male,Does not qualify,63.0,78.0,19,0,1,36,0,732,1,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,D2SZO,Female,Does not qualify,67.0,82.0,19,0,1,36,0,733,0,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,DMCWG,Male,Does not qualify,55.0,73.0,19,0,1,36,0,759,1,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,E40SE,Female,Does not qualify,58.0,76.0,19,0,1,36,0,784,0,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,ICZUM,Female,Does not qualify,61.0,80.0,19,0,1,36,0,1024,0,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,KM4CH,Male,Does not qualify,53.0,79.0,19,0,1,36,0,1159,1,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,L9I8P,Male,Does not qualify,58.0,75.0,19,0,1,36,0,1183,1,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,NC4UO,Male,Does not qualify,66.0,80.0,19,0,1,36,0,1303,1,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,NTWOX,Male,Does not qualify,61.0,73.0,19,0,1,36,0,1333,1,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,SHWYN,Male,Does not qualify,62.0,77.0,19,0,1,36,0,1598,1,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,TRU03,Female,Does not qualify,64.0,77.0,19,0,1,36,0,1672,0,0
VKWQH,Rural,Public,DFQ,Experimental,19.0,ZKC14,Male,Does not qualify,56.0,73.0,19,0,1,36,0,1967,1,0
VKWQH,Rural,Public,GYM,Standard,20.0,1E2N1,Male,Does not qualify,55.0,62.0,19,0,1,42,1,86,1,0
VKWQH,Rural,Public,GYM,Standard,20.0,39RRR,Male,Does not qualify,48.0,61.0,19,0,1,42,1,186,1,0
VKWQH,Rural,Public,GYM,Standard,20.0,9FZ9I,Male,Does not qualify,48.0,62.0,19,0,1,42,1,516,1,0
VKWQH,Rural,Public,GYM,Standard,20.0,9ZYVG,Female,Does not qualify,48.0,64.0,19,0,1,42,1,542,0,0
VKWQH,Rural,Public,GYM,Standard,20.0,BC9MW,Male,Qualifies for reduced/free lunch,48.0,51.0,19,0,1,42,1,624,1,1
VKWQH,Rural,Public,GYM,Standard,20.0,CE3B7,Male,Does not qualify,49.0,56.0,19,0,1,42,1,689,1,0
VKWQH,Rural,Public,GYM,Standard,20.0,EEDA4,Male,Does not qualify,49.0,58.0,19,0,1,42,1,795,1,0
VKWQH,Rural,Public,GYM,Standard,20.0,EMI9G,Male,Does not qualify,53.0,61.0,19,0,1,42,1,806,1,0
VKWQH,Rural,Public,GYM,Standard,20.0,MRUD1,Male,Does not qualify,50.0,60.0,19,0,1,42,1,1270,1,0
VKWQH,Rural,Public,GYM,Standard,20.0,OOUK4,Female,Does not qualify,48.0,60.0,19,0,1,42,1,1386,0,0
VKWQH,Rural,Public,GYM,Standard,20.0,P7PFY,Female,Does not qualify,49.0,60.0,19,0,1,42,1,1409,0,0
VKWQH,Rural,Public,GYM,Standard,20.0,SMXWL,Female,Does not qualify,46.0,59.0,19,0,1,42,1,1605,0,0
VKWQH,Rural,Public,GYM,Standard,20.0,SP09I,Female,Qualifies for reduced/free lunch,43.0,56.0,19,0,1,42,1,1609,0,1
VKWQH,Rural,Public,GYM,Standard,20.0,T9YB9,Female,Does not qualify,54.0,62.0,19,0,1,42,1,1639,0,0
VKWQH,Rural,Public,GYM,Standard,20.0,U8IBL,Female,Does not qualify,50.0,64.0,19,0,1,42,1,1695,0,0
VKWQH,Rural,Public,GYM,Standard,20.0,UP1PU,Female,Does not qualify,52.0,58.0,19,0,1,42,1,1719,0,0
VKWQH,Rural,Public,GYM,Standard,20.0,XALAZ,Male,Does not qualify,50.0,59.0,19,0,1,42,1,1848,1,0
VKWQH,Rural,Public,GYM,Standard,20.0,Y8E09,Male,Does not qualify,51.0,64.0,19,0,1,42,1,1895,1,0
VKWQH,Rural,Public,GYM,Standard,20.0,YWJV1,Male,Does not qualify,50.0,55.0,19,0,1,42,1,1935,1,0
VKWQH,Rural,Public,IEM,Experimental,22.0,04GS3,Male,Does not qualify,40.0,55.0,19,0,1,47,0,6,1,0
VKWQH,Rural,Public,IEM,Experimental,22.0,04TG9,Male,Qualifies for reduced/free lunch,43.0,55.0,19,0,1,47,0,7,1,1
VKWQH,Rural,Public,IEM,Experimental,22.0,3NOO6,Female,Does not qualify,42.0,58.0,19,0,1,47,0,205,0,0
VKWQH,Rural,Public,IEM,Experimental,22.0,3X09W,Female,Does not qualify,43.0,58.0,19,0,1,47,0,215,0,0
VKWQH,Rural,Public,IEM,Experimental,22.0,43TA7,Male,Does not qualify,42.0,60.0,19,0,1,47,0,228,1,0
VKWQH,Rural,Public,IEM,Experimental,22.0,7Y0SC,Male,Does not qualify,43.0,61.0,19,0,1,47,0,438,1,0
VKWQH,Rural,Public,IEM,Experimental,22.0,895T7,Male,Does not qualify,45.0,60.0,19,0,1,47,0,460,1,0
VKWQH,Rural,Public,IEM,Experimental,22.0,BT2IT,Female,Does not qualify,43.0,59.0,19,0,1,47,0,651,0,0
VKWQH,Rural,Public,IEM,Experimental,22.0,C32WQ,Male,Does not qualify,43.0,56.0,19,0,1,47,0,674,1,0
VKWQH,Rural,Public,IEM,Experimental,22.0,HVQDV,Male,Qualifies for reduced/free lunch,41.0,56.0,19,0,1,47,0,993,1,1
VKWQH,Rural,Public,IEM,Experimental,22.0,JP1PK,Female,Does not qualify,43.0,59.0,19,0,1,47,0,1096,0,0
VKWQH,Rural,Public,IEM,Experimental,22.0,K93GE,Male,Does not qualify,44.0,57.0,19,0,1,47,0,1136,1,0
VKWQH,Rural,Public,IEM,Experimental,22.0,KFQEB,Male,Does not qualify,43.0,63.0,19,0,1,47,0,1146,1,0
VKWQH,Rural,Public,IEM,Experimental,22.0,KPTGF,Male,Does not qualify,44.0,59.0,19,0,1,47,0,1162,1,0
VKWQH,Rural,Public,IEM,Experimental,22.0,L5CN8,Female,Does not qualify,41.0,57.0,19,0,1,47,0,1178,0,0
VKWQH,Rural,Public,IEM,Experimental,22.0,QZWJY,Female,Does not qualify,39.0,58.0,19,0,1,47,0,1504,0,0
VKWQH,Rural,Public,IEM,Experimental,22.0,RGPSQ,Female,Does not qualify,44.0,60.0,19,0,1,47,0,1535,0,0
VKWQH,Rural,Public,IEM,Experimental,22.0,XCWK3,Male,Does not qualify,38.0,52.0,19,0,1,47,0,1852,1,0
VKWQH,Rural,Public,IEM,Experimental,22.0,YEYXG,Female,Does not qualify,42.0,61.0,19,0,1,47,0,1904,0,0
VKWQH,Rural,Public,IEM,Experimental,22.0,YGX7N,Female,Does not qualify,42.0,62.0,19,0,1,47,0,1909,0,0
VKWQH,Rural,Public,IEM,Experimental,22.0,YZJEF,Female,Does not qualify,46.0,57.0,19,0,1,47,0,1938,0,0
VVTVA,Urban,Public,7BL,Standard,29.0,15IAX,Female,Qualifies for reduced/free lunch,39.0,49.0,20,2,1,24,1,69,0,1
VVTVA,Urban,Public,7BL,Standard,29.0,174XC,Female,Qualifies for reduced/free lunch,48.0,54.0,20,2,1,24,1,73,0,1
VVTVA,Urban,Public,7BL,Standard,29.0,40ENN,Male,Qualifies for reduced/free lunch,40.0,47.0,20,2,1,24,1,222,1,1
VVTVA,Urban,Public,7BL,Standard,29.0,81JIV,Female,Qualifies for reduced/free lunch,46.0,55.0,20,2,1,24,1,447,0,1
VVTVA,Urban,Public,7BL,Standard,29.0,87JFN,Female,Qualifies for reduced/free lunch,39.0,44.0,20,2,1,24,1,458,0,1
